Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Respiratory|Aerosol Therapy|Neb-U-Mask System by Teleflex Medical|1896|AEROSOL MASK	NEBUMASK	PEDI	7' TUB SC	OUS|MEDLINE|1896|0.000EA|1.000CS|1145.56 ||RV|||Yes|EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/189/1896_HRE01.JPG||||http://www.medline.com/media/catalog/sku/189/1896_PRI01.JPG|||<ul><li> The Neb-U-Mask System is a combination device that allows for the concurrent delivery of aerosolizedmedications and high concentrations of oxygen or heliox</li><li> System includes a wye design featuring a nebulizerconnection and MDI port	 a high-concentration mask	 and a 750 mL gas reservoir bag</li><li> The nebulizer connectionfeatures a valved port	 which maintains a closed system when the nebulizer is not in use</li><li> Packaged with a MicroMist Nebulizer and color-coded gas supply tubing to facilitate ease of use</li><li> Nebulizes at angles up to 90° andfeatures a swivel connector	 allowing the system to be used in a manner most comfortable for the patient</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.440 |LB|HUD1896|												
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1920|O2 CANN	ADULT	O-EAR	7' TUB SMOOTH	SC	OUS|MEDLINE|1920|0.000EA|1.000CS|47.67 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1920_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.100 |LB|HUD1920|															
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1925|O2 TUBING	STAR LUMEN	CLEAR	7'	UC	OUS|MEDLINE|1925|0.000EA|1.000CS|69.87 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1925_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.250 |LB|HUD1925|															
Respiratory|Oxygen Therapy|Oxygen Supply Star Lumen Tubings by Tele|1927|O2 TUBING	STAR LUMEN	CLEAR	25'	UC	OUS|MEDLINE|1927|0.000EA|1.000CS|116.78 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1927_PRI01.JPG|||<ul><li> Standard or universal connector designed to attach directly onto the flowmeter to eliminate need foradapter</li><li> Channeled inner lumen helps resist kinks and occlusion</li><li> Individually packaged forconvenience and sterility</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.438 |LB|HUD1927|															
Respiratory|Oxygen Therapy|Adult Elongated Concentration Masks by T|1930|O2 MASK	MED CONC	ADULT	7' TUB UC	OUS|MEDLINE|1930|0.000EA|1.000CS|129.96 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1930_PRI01.JPG|||<ul> <li>Under-the-chin design for excellent fit on a wide variety of face sizes </li> <li>Clear	 softvinyl for patient comfort and visual patient assessment </li> <li>Adjustable nose clip assures comfortable fit</li> <li>Complete with 7 feet oxygen supply tubing </li> </ul>||35|||||||||0.001 LB	 CF PER CS|0.150 |LB|HUD1930|															
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1935|O2 MASK	NOREB W/SAFETY	AD	7' TUB UC	OUS|MEDLINE|1935|0.000EA|1.000CS|111.89 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1935_PRI01.JPG|||<ul><li> Masks are made of clear	 soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD1935|															
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1936|O2 MASK	NON-REB	ADULT	7' TUB UC	OUS|MEDLINE|1936|0.000EA|1.000CS|281.64 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1936_PRI01.JPG|||<ul><li> Masks are made of clear	 soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.100 |LB|HUD1936|															
Respiratory|Asthma Therapy|Select-a-Vent Masks by Teleflex|1943|O2 MASK	SELECT-A-VENT	ADLT	7' TUB UC	OUS|MEDLINE|1943|0.000EA|1.000CS|265.40 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/194/1943_PRI01.JPG|||<ul> <li>Safe	 simple delivery of variable oxygen concentrations </li> <li>Features 6 color-coded diluters:24%	28%	31%	35%	 40% and 50% </li> <li>Diluters not sold separately</li> <li>Includes adapter forhigh-humidity entrainment</li> <li> Complete with 7' oxygen supply tubing and universal tubing connector</li></ul>||35|||||||||0.200LB	 0.045CF PER CS|0.200 |LB|HUD1943|											
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1945|NEB	MICROMIST	ADLT ELONG	7'TUB	UC	OUS|MEDLINE|1945|0.000EA|1.000CS|294.69 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/194/D1200012730155_260620230904.jpg	http://www.medline.com/media/catalog/sku/194/D1200012730156_260620230904.jpg||||http://www.medline.com/media/catalog/sku/194/D1200012663167886_060520231255.jpg	http://www.medline.com/media/catalog/sku/194/D1200012730153_260620230904.jpg|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal	threaded cap	 and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD1945|											
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1946|NEBULIZR	MICROMIST	PED MASK	7'TUB	UC	OUS|MEDLINE|1946|0.000EA|1.000CS|324.09 ||RV||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/194/D1200012730157_260620230904.jpg	http://www.medline.com/media/catalog/sku/194/D1200012730159_260620230904.jpg||||http://www.medline.com/media/catalog/sku/194/D120001267431759_060520230131.jpg	http://www.medline.com/media/catalog/sku/194/D1200012730158_260620230904.jpg|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal	threaded cap	 and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.020 |LB|HUD1946|											
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1991|O2 TUBING	SMOOTH BORE	CLEAR	7'	UC	OUS|MEDLINE|1991|0.000EA|1.000CS|88.98 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/199/1991_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.114 |LB|HUD1991|															
Excluded Items|User Excluded Items|User Excluded Items|2008|DBD-FILTER	.8 MICRON|MEDLINE|2008|0.000EA|1.000CS|148.33 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOSUB|Z007|NOXREF|XREF|||10884389004913|Z1|0.040LB	 0.007CF PER CS|0.040 |LB|2008              |																			
Excluded Items|User Excluded Items|User Excluded Items|2010|LINE	GAS SAMPLING	10' M/F .060 FILT|MEDLINE|2010|0.000EA|1.000CS|131.11 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS||||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10884389004920|Z1|3.000LB	 0.782CF PER CS|0.060 |LB|2010              |																		
Excluded Items|User Excluded Items|User Excluded Items|2013|LINE	GAS SAMPLING	10' M/F W/FILTER|MEDLINE|2013|0.000EA|1.000CS|108.91 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10080196984015|Z1|3.000LB	 0.782CF PER CS|0.060 |LB|2013              |																		
Excluded Items|User Excluded Items|User Excluded Items|2017|LINE	GAS SAMPLING	10' M/M W/FILTER|MEDLINE|2017|0.000EA|1.000CS|101.04 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10080196983650|Z1|4.000LB	 0.782CF PER CS|0.080 |LB|2017              |																		
Excluded Items|User Excluded Items|User Excluded Items|2018|LINE	GAS SAMPLING	10' M/F .060|MEDLINE|2018|0.000EA|1.000CS|58.53 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10080196983667|Z1|4.000LB	 0.370CF PER CS|0.080 |LB|2018              |																		
Excluded Items|European/International Items|European/International Items|2022|LINE	GAS SAMPLING	10' M/F .040|MEDLINE|2022|0.000EA|1.000CS|68.89 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10080196983674|Z1|4.000LB	 0.370CF PER CS|0.080 |LB|2022              |																		
Respiratory|Oxygen Therapy|Viton Brass Washer-Seal Replacements by|2040|DBD-WASHER SEAL	CGA	VITON MOLDED ONTO BR|TELEFLEX MEDICAL|2040|0.000EA|1.000CS|61.80 ||OV||||EA|CS|10 Each / Case|||||||||<ul><li> Washer seal replacement intended for use with regulators</li><li> Designed for easyattachment</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD2040|																		
Excluded Items|User Excluded Items|User Excluded Items|2042|DBD-LINE	GAS SAMPLING	10' M/M .050|MEDLINE|2042|0.000EA|1.000CS|67.58 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOSUB|Z007|NOXREF|XREF|||10080196983711|Z1|4.000LB	 0.370CF PER CS|0.080 |LB|2042              |																		
Excluded Items|User Excluded Items|User Excluded Items|2043|LINE	GAS SAMPLING	10'M/F .050|MEDLINE|2043|0.000EA|1.000CS|95.80 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10884389004937|Z1|4.000LB	 0.370CF PER CS|0.080 |LB|2043              |																		
Excluded Items|User Excluded Items|User Excluded Items|2066|DBD-LINE	GAS SAMPLING|MEDLINE|2066|0.000EA|1.000CS|46.78 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOSUB|Z007|||||10080196983797|Z1|0.100LB	 0.007CF PER CS|0.100 |LB|2066              |																			
Respiratory|Oxygen Therapy|Comfort Flo Humidification System by Tel|2410|HUMIDIFICATION SYSTEM	 COMFORT FLO	OUS|MEDLINE|2410|0.000EA|1.000CS|2183.73 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/241/2410_PRI01.JPG|||<ul><li> Disposable delivery systems are intended for use with ConchaTherm Neptune heated humidifier to allow flowrates between 1 lpm to 60 lpm</li><li> Provide continuous flow to spontaneously breathing patients</li><li>Comfort Flo Concha-Column helps maintain constant water level for maximum humidification at all flows</li><li> Includeprefilled water reservoir with aseptic puncture spike connectors</li><li> Adjustable airway temperature and gradientcontrol allow customization of therapy to help enhance patient comfort and maximize condensation</li></ul>||35|||||||||0.905LB	 0.114CF PER CS|0.905 |LB|HUD2410|																		
Respiratory|Oxygen Therapy|Comfort Flo Humidification System by Tel|2414|SYSTEM	 COMFORT FLO	 REMOTE TEMP	OUS|MEDLINE|2414|0.000EA|1.000CS|2671.80 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/241/2414_PRI01.JPG|||<ul><li> Disposable delivery systems are intended for use with ConchaTherm Neptune heated humidifier to allow flowrates between 1 lpm to 60 lpm</li><li> Provide continuous flow to spontaneously breathing patients</li><li>Comfort Flo Concha-Column helps maintain constant water level for maximum humidification at all flows</li><li> Includeprefilled water reservoir with aseptic puncture spike connectors</li><li> Adjustable airway temperature and gradientcontrol allow customization of therapy to help enhance patient comfort and maximize condensation</li></ul>||35|||||||||0.983LB	 0.121CF PER CS|0.983 |LB|HUD2414|																	
Respiratory|Oxygen Therapy|Comfort Flo Humidification System by Tel|2416|SYSTEM	COMFORT FLO	CORRUGATED	REMOTE	OUS|TELEFLEX MEDICAL|2416|0.000EA|1.000CS|2888.98 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/241/2416_PRI01.JPG|||<ul><li> Disposable delivery systems are intended for use with ConchaTherm Neptune heated humidifier to allow flowrates between 1 lpm to 60 lpm</li><li> Provide continuous flow to spontaneously breathing patients</li><li>Comfort Flo Concha-Column helps maintain constant water level for maximum humidification at all flows</li><li> Includeprefilled water reservoir with aseptic puncture spike connectors</li><li> Adjustable airway temperature and gradientcontrol allow customization of therapy to help enhance patient comfort and maximize condensation</li></ul>||35|||||||||0.001LB	 0.143CF PER CS|0.001 |LB|TEF2416|																
Nursing Supplies & Patient Care|Hygiene|Medifresh Lip Moisturizer|2504|DBD-LIP BALM	 MEDIFRESH .14 OZ VANILLA|CENTURION|2504|0.000EA|1.000CS|840.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|CC|||Yes|EA|CS|500 Each / Case 	 5 Bag / Case|||||||||<ul><li> Great for chapped or dry lips<br /></li><li> Applied topically</li></ul>||80|||||||||0.025LB	 0CF PER CS|0.025 |LB|2504              |																		
Respiratory|Oxygen Therapy|Nipple and Nut Adaptors by Teleflex Medi|2555|ADAPTER	OXYGEN	NIPPLE & NUT	GREEN	OUS|MEDLINE|2555|0.000EA|1.000CS|22.09 ||OV|||Yes|EA|CS|50 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/255/2555_PRI01.JPG|||<ul><li>  Adapter intended for use in connecting tubing to standard DISS outlets</li><li> Packaged 50 to acase</li></ul>||35|||||||||0.009LB	 0.001CF PER CS|0.009 |LB|HUD2555|															
Respiratory|Oxygen Therapy|Nipple and Nut Adaptors by Teleflex Medi|2557|ADAPTER	OXYGEN	NIPPLE & NUT	CLEAR	OUS|MEDLINE|2557|0.000EA|1.000CS|22.67 ||CO|||Yes|EA|CS|50 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/255/2557_PRI01.JPG|||<ul><li>  Adapter intended for use in connecting tubing to standard DISS outlets</li><li> Packaged 50 to acase</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD2557|															
Respiratory|Oxygen Therapy|Babi.Plus Babble PAP Valves|2690|VALVE	BUBBLE PAP	BABI.PLUS	 10 CMH2O	OUS|MEDLINE|2690|0.000EA|1.000CS|1376.87 ||RV|||Yes|EA|CS|12 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/269/2690_PRI01.JPG|||<ul><li> Babi.Plus Bubble PAP Valve provides a convenient	 cost-effective means to apply positive airwaypressure</li><li> 360° swivel inlet connector accepts 15 mm OD and 22 mm ID expiratory circuitconnectors</li><li> Positive engagement is designed to reduce the risk of inadvertent change</li><li> Waterlevel adjustment port allows water to be added or removed without disconnecting the expiratory circuit; gas discharge ports directgas away from clinician</li><li> Rotating pressure adjustment lever</li></ul>||35|||||||10193489149579|Z1|0.001LB	 0.085CF PER CS|0.001 |LB|HUD2690|														
Respiratory|Oxygen Therapy|Babi.Plus Babble PAP Valves|2691|MANIFOLD	 PRESSURE RELIEF	 BABI.PLUS	OUS|MEDLINE|2691|0.000EA|1.000BX|621.93 ||RV|||Yes|EA|BX|12 Each / box||||||http://www.medline.com/media/catalog/sku/269/2691_PRI01.JPG|||<ul><li> Babi.Plus Bubble PAP Valve provides a convenient	 cost-effective means to apply positive airwaypressure</li><li> 360° swivel inlet connector accepts 15 mm OD and 22 mm ID expiratory circuitconnectors</li><li> Positive engagement is designed to reduce the risk of inadvertent change</li><li> Waterlevel adjustment port allows water to be added or removed without disconnecting the expiratory circuit; gas discharge ports directgas away from clinician</li><li> Rotating pressure adjustment lever</li></ul>||35|||||||10193489149586|Z1|0.001 LB	 CF PER BX|0.250 |LB|HUD2691|																
Respiratory|Oxygen Therapy|Venti Plus Dual Pole Clamps|2693|CLAMP	 DUAL POLE	 BABI.PLUS	OUS|MEDLINE|2693|0.000EA|1.000BX|583.67 ||OV|||Yes|EA|BX|1 Each / box||||||http://www.medline.com/media/catalog/sku/269/2693_PRI01.JPG|||<ul><li> Pole clamp intended for use with Babi.Plus PAP system</li><li> Designed for easyattachment</li></ul>||35|||||||10193489149388|Z1|0.001 LB	 CF PER BX|0.350 |LB|HUD2693|																	
Excluded Items|User Excluded Items|User Excluded Items|3000|FILTER	B/V W/15MM PLANETARY|MEDLINE|3000|0.000EA|1.000CS|64.44 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10884389001837|Z1|5.000LB	 0.782CF PER CS|0.100 |LB|3000              |																			
OR & Surgery Supplies|OR Basics|Baron Frazier Suction Instruments|3105|TUBING	SUCTION	BARON	FRAZIER	5FR|CONMED|003105|0.000EA|1.000CS|541.69 ||RV|||Yes|EA|CS|50 Each / Case|||||||||<ul><li> Provides delicate suction during open surgical procedures<br /></li><li> Suction instrumentwith disc-shaped handle for delicate touch and improved balance during microsurgery<br /></li><li> Obturator withmalleable	 stainless-steel shaft<br /></li><li> Single use to help reduce risk of crosscontamination</li></ul>||17|||||||||0.022 LB	 CF PER CS|0.022 |LB|3105              |															
Excluded Items|User Excluded Items|User Excluded Items|3260|FILTER-HYGROBAC S	 HME|MEDLINE|3260|0.000EA|1.000CS|146.67 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS||||Yes|EA|CS|50 Each / Case|||||||||||29|NOXREF|XREF|||||10080196984879|Z1|10.000LB	 0.782CF PER CS|0.200 |LB|3260              |																			
OR & Surgery Supplies|Anesthesia Systems & Supplies|Breathing Bags|3501|DBD-BREATHING BAG-1L	 LATEX|MEDLINE|3501|0.000EA|1.000CS|56.09 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV||||EA|CS|30 Each / Case|||||||||<ul><li> Breathing bags made from synthetic-rubber blend of materials designed to provide optimal feedback for accuratepressure assessment<br /></li><li> Uniform inflation provides consistent feel no matter where the clinician usesbag</li></ul>||29|NOXREF|XREF|||||10884389001813|Z1|4.000LB	 0.370CF PER CS|0.133 |LB|3501              |																			
OR & Surgery Supplies|Anesthesia Systems & Supplies|Custom Anesthesia Circuits|3522|DBD-BAG	BREATHING	2L	LPF|MEDLINE|3522|0.000EA|1.000CS|104.49 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|30 Each / Case|||||||||<ul><li> Cart features a standard width medium height cabinet with 27" of vertical drawer space with basic electroniclock<br /></li><li> 6 drawers (configuration: 4-3"	 1-6"	 1-9")<br /></li><li> Standard packagefor this item includes- plastic top	 ergonomic push handles (one side only)	 5" ball-bearing Tente casters	 full-extension drawerslides	 drawer pulls and protective stabilizing pontoon bumpers</li></ul>|CTM|29|NOXREF|XREF|||||10080196000548|Z1|5.000LB	 0.469CF PER CS|0.167 |LB|3522              |											
